Day,Ad Creative Name,Spend,Impressions,CPM,Clicks,CTR,CPC,Shares,Comment,Post Reaction,Video Views
5/10/2021,Making the Earth happier is as simple as making glass packaging your first choice! 🌎#EarthDay 2021-04-19-238a118ec142de22c0e7904b53593f24,0.01,5,2,0,0,0,0,0,0,0
5/10/2021,O-I Glass 2021-04-06-2aa0d74bd6c6c89fa110bb3447dd19b8,5.62,2855,1.97,3,0.0007,2.81,0,0,0,0
5/10/2021,O-I Glass 2021-04-06-4e85035b0a70f63c1fbfe3842d9f7dc5,2.65,1340,1.98,3,0.0015,1.32,0,0,0,0
5/10/2021,O-I Glass 2021-04-06-64b14b43653305069ff8fd6a90d5a4b4,173.9,85431,2.04,97,0.0005,4.14,0,0,2,0
5/10/2021,O-I Glass 2021-04-07-736d859bce2c76ac4176eae5abd62235,0.39,666,0.59,2,0,0,0,0,1,0
5/10/2021,O-I Glass 2021-04-09-326e1ecf464cd3f237124bb1d7f57517,0.18,32,5.62,1,0,0,0,0,1,3
5/10/2021,O-I Glass 2021-04-09-74360f82c5b5f67633e91d1105e2ca4b,0.69,96,7.19,2,0,0,0,0,0,29
5/10/2021,O-I Glass 2021-04-09-74d911906910ceb22dc64f2b6195b01a,286.99,141033,2.03,153,0.0005,3.83,0,0,2,6509
5/10/2021,O-I Glass 2021-04-09-b108595136ef0e8e186c754b075cd874,6.91,3427,2.02,4,0.0006,3.46,0,0,0,194
5/10/2021,O-I Glass 2021-04-10-7edbf09ad9216edede1d3465d5dbe885,12.39,6387,1.94,6,0.0006,3.1,0,0,1,323
5/10/2021,O-I Glass 2021-04-10-c1fcd76c8666211f333e0ffa7eb70e9f,1.99,990,2.01,1,0,0,0,0,0,56
5/10/2021,O-I Glass 2021-04-10-cde5fa0a4624c0a5fbb9d95dc7d449c4,43.4,20509,2.12,31,0.0005,3.95,0,0,1,1057
5/10/2021,O-I Glass 2021-04-10-ef9f08e6f975b9c2fa591d821eaca626,1.23,612,2.01,1,0.0016,1.23,0,0,0,46
5/10/2021,O-I Glass 2021-04-15-2073f98a50795d426d8ab5f6c18b8ef9,2.09,100,20.9,3,0.01,2.09,0,0,0,20
5/10/2021,O-I Glass 2021-04-15-4c9db3bb2fcb96a0528ba303e4515955,5.72,252,22.7,3,0.0079,2.86,0,0,0,31
5/10/2021,O-I Glass 2021-04-15-7c6efc2b64f5cb147e96009c907012bf,15.82,754,20.98,5,0.0027,7.91,0,0,0,142
5/10/2021,O-I Glass 2021-04-15-93699186979872536f606f54535ffd08,9,278,32.37,2,0,0,0,0,0,49
5/10/2021,O-I Glass 2021-04-15-dcb78049da2336024c0265f16820016f,0.18,9,20,0,0,0,0,0,0,1
5/10/2021,O-I Glass 2021-04-15-e70729eb532f59c2dec165da9522eef6,2.05,42,48.81,0,0,0,0,0,0,3
5/10/2021,O-I Glass 2021-04-27-47691386c471ce0efc227e10e47c4f48,0.85,70,12.14,2,0.0143,0.85,0,0,1,0
5/10/2021,O-I Glass 2021-04-27-5a61c5c13fbac54a76337756e30b757e,2.35,420,5.6,4,0.0048,1.18,0,0,1,67
5/10/2021,O-I Glass 2021-04-27-6d2520b2ba24e01e07b481b0ef9d23fa,18.91,2006,9.43,33,0.013,0.73,0,0,1,604
5/10/2021,O-I Glass 2021-04-27-ba66f19eca826fd77b12332da8bea71f,0.06,5,12,0,0,0,0,0,0,0
5/10/2021,O-I Glass 2021-04-27-e44a89f9adba3aa3f4214ab847a00d18,0.09,5,18,0,0,0,0,0,0,0
5/10/2021,"Ready to get back to the bar? Us too. Luckily, you can have peace of mind knowing a glass bottle pr 2021-04-26-e974dec19bf8092cf2c8df2505650a41",0,1,0,0,0,0,0,0,0,0
5/10/2021,Scratch all the complicated packaging options. You can be confident knowing glass is made from just 2021-04-19-68f91cfbd54968e067dc4ff60d0798b9,0.24,106,2.26,0,0,0,0,0,0,26
5/10/2021,Screenshot to find out which glass bottle of beer it’s time for! #chooseglass 2021-03-05-f6369c3e4f0af8e37044640a914e4ffb,460.47,235340,1.96,1105,0,0,13,6,80,22582
5/10/2021,The New Catalyst Collection from O-I 2021-03-31-205182265275cad4cb016d163d88b829,0.74,370,2,0,0,0,0,0,0,0
5/10/2021,The New Catalyst Collection from O-I 2021-03-31-319fe895cd0a147a245d3f91af5a78f0,1.85,931,1.99,2,0.0011,1.85,0,0,0,0
5/10/2021,The New Catalyst Collection from O-I 2021-03-31-3c5923431a9069791451eb2524fab2d6,1.73,881,1.96,0,0,0,0,0,0,0
5/10/2021,The New Catalyst Collection from O-I 2021-04-05-2c5a6e2d33c7c092f792ffc1c5acce14,3.86,1934,2,0,0,0,0,0,0,0
5/10/2021,The New Catalyst Collection from O-I 2021-04-05-5743346148e7490db7a82409904fdbab,198.03,97955,2.02,116,0.0006,3.3,0,0,2,0
5/10/2021,The New Catalyst Collection from O-I 2021-04-05-5951fd83d55d40ad4fecf32214e21450,1.72,845,2.04,1,0,0,0,0,0,0
5/10/2021,The New Catalyst Collection from O-I 2021-04-05-76dca8d077abae7b9d05c8497f5b8f30,240.07,118092,2.03,112,0.0005,3.81,0,0,2,0
5/10/2021,The New Catalyst Collection from O-I 2021-04-05-aa874eacd27d2853db98ed132da5bbc6,3.34,1640,2.04,1,0,0,0,0,0,0
5/10/2021,The New Catalyst Collection from O-I 2021-04-05-ea48c9697f28b0f31888cbdaf8e4c2dd,336.72,166672,2.02,170,0.0006,3.24,0,0,2,0
5/10/2021,The New Catalyst Collection from O-I 2021-04-08-79ec8a805721590f7957140fd83ac682,311.77,158963,1.96,180,0.0007,2.97,0,0,3,6261
5/10/2021,The New Catalyst Collection from O-I 2021-04-09-7be359f371b33adc11a2ba7a206c9938,32.39,15885,3.93,14,0.0004,5.27,0,0,1,533
5/10/2021,The New Catalyst Collection from O-I 2021-04-09-b5f14c15cae114df83495128bbdc4d42,23.06,11315,2.04,16,0.0008,2.56,0,0,0,418
5/10/2021,The New Catalyst Collection from O-I 2021-04-27-cfa16acbc56d01660a71991f2bb9dfb5,2.44,1252,1.95,0,0,0,0,0,0,0
5/10/2021,The New Catalyst Collection from O-I 2021-04-27-ede2bbd1a84d80dfb614b9e3d698fc84,1.22,637,1.92,4,0.0016,1.22,0,0,0,0
5/10/2021,The results are in. Glass bottles are predicted to be be the #1 pick this season! 🍻 🏈 #chooseglass 2021-05-03-5ed3372cd63a1ce2d2acba25e0fd1110,0,5,0,0,0,0,0,0,0,0
5/10/2021,There’s no better way to take ‘unwinding’ up a notch than pairing it with a glass bottled beverage. 2021-05-10-7417d168b2110bcdd554bb2d3bb1c50a,1057.58,319314,3.31,2951,0,528.79,7,7,83,165769
5/10/2021,"Through and through, glass has always been a packaging option you can depend on. #chooseglass 2021-03-05-6a675af1d959d7b7cabb3730de447bc7",1209.07,634252,1.91,1042,0,0,4,3,212,39087
5/10/2021,When you #chooseglass it’ll always be a winning pick! #DraftDay 2021-04-26-7d0a7fe1af07c840a923d10620f2653d,0.03,5,6,0,0,0,0,0,0,0
5/10/2021,"When you drink a craft beer out of glass packaging, you immerse yourself in the brewer’s unique sto 2021-04-30-d50162dcc95e5980c449c74add37b657",0.53,179,2.96,3,0,0,0,0,1,108
5/10/2021,"When you drink from a glass bottle, every sip immerses you in the brewery’s unique story. #choosegl 2021-05-10-f875623e94ddcb813cd685923c4ec822",0.14,58,2.41,1,0,0,0,0,1,27
5/11/2021,Are you ready to join #teamglass? Help save the world one infinitely recyclable glass bottle at a t 2021-03-05-b174e7bb2aef948e27b4c004a41a7f41,252.34,140811,1.79,141,0,0,0,3,20,0
5/11/2021,Did you know that glass bottle you’re drinking out of is made partly from recycled glass? It’s a re 2021-04-29-d5ab97c4e08cc1ce88a1ef361b8f65ac,11.96,4533,2.64,196,0.0033,0.8,0,0,9,2183
5/11/2021,Did you know that glass bottle you’re using could've been recycled since Ancient Egypt? Maybe even  2021-05-10-85e622a9d22de333107aea55137d29fc,0.02,6,3.33,1,0,0,0,0,1,0
5/11/2021,Explore the Catalyst Collection from O-I 2021-04-15-21c423208362400baca582cd3cd1f8de,6.71,183,36.67,1,0,0,0,0,0,0
5/11/2021,Explore the Catalyst Collection from O-I 2021-04-15-303bf1a5e715e71751e6b6375213092d,5.1,82,62.2,4,0.0244,2.55,1,1,1,0
5/11/2021,Explore the Catalyst Collection from O-I 2021-04-15-3728f02b4be00089224749ef213a4d1d,171.19,1930,88.7,32,0.0088,10.07,1,0,6,0
5/11/2021,Explore the Catalyst Collection from O-I 2021-04-15-56098054fed97d3b8d57d56d99cf0cfb,49.5,569,86.99,13,0.0176,4.95,0,0,1,79
5/11/2021,Explore the Catalyst Collection from O-I 2021-04-15-6d9f7b3ce76845f1393f637c0c96cac2,106.15,3040,34.92,41,0.0086,4.08,0,0,3,0
5/11/2021,Explore the Catalyst Collection from O-I 2021-04-15-99e9b2f6082b0e4f572afb3283e3e5c0,302.45,3888,77.79,72,0.0116,6.72,7,0,13,622
5/11/2021,Explore the Catalyst Collection from O-I 2021-04-15-c415d0b4cc6c689c50b14a987374625d,22.89,405,56.52,8,0.0148,3.82,0,0,1,0
5/11/2021,Explore the Catalyst Collection from O-I 2021-04-15-d3e717d943e9192dd79a6bcb706e8082,43.11,582,74.07,9,0.0034,21.56,0,0,5,91
5/11/2021,Explore the Catalyst Collection from O-I 2021-04-15-dfa2456ca3b70e616b868476873c646d,4.62,106,43.58,1,0.0189,2.31,0,0,0,0
5/11/2021,Explore the Catalyst Collection from O-I 2021-04-27-1267f955a1ff0e06d9e70f0b706d26f5,52.13,474,109.98,19,0.0127,8.69,1,0,7,0
5/11/2021,Explore the Catalyst Collection from O-I 2021-04-27-ae60445c613a9bc841d58f5a9ab0d192,30.6,537,56.98,16,0.0112,5.1,0,0,5,65
5/11/2021,Find the Catalyst Bottle for Your Brand 2021-04-10-de426821994224195340610e1d25365c,13.5,584,23.12,21,0.0171,1.35,1,0,8,198
5/11/2021,Find the Catalyst Bottle for Your Brand 2021-04-27-2e30efeb17bda78250c9663a867df6d9,7.21,648,11.13,6,0.0077,1.44,0,0,0,0
5/11/2021,Find the Catalyst Bottle for Your Brand 2021-04-27-73a2826b31206a80a2de770f0dd49f29,9.67,5393,1.79,11,0.0015,1.21,0,0,2,0
5/11/2021,Find the Catalyst Bottle for Your Brand 2021-04-27-bc46a3bb7bf8e11923c24589d11b57bb,50.14,3474,14.43,64,0.0153,0.95,1,0,6,458
5/11/2021,Find the Catalyst Bottle for Your Brand 2021-04-27-d007bb4a67089d2d8c17223545709f1f,523.45,19578,26.74,563,0.0226,1.18,1,0,16,2697
5/11/2021,Find the Catalyst Bottle for Your Brand 2021-04-27-d4679b3499c46e6cb590ffd8e098c698,6.73,220,30.59,4,0.0136,2.24,0,0,0,25
5/11/2021,Find the Catalyst Fit for Your Brand 2021-04-08-b65a4ba60cadd42eaa6242d5f62dbf27,128.95,9335,13.81,237,0.0133,1.04,0,0,3,864
5/11/2021,Find the Catalyst Fit for Your Brand 2021-04-08-fcdfc8a7aff356d05e06526a0570cec8,64.52,3264,19.77,106,0.0193,1.02,1,0,3,409
5/11/2021,Find the Catalyst Fit for Your Brand 2021-04-27-665a3a924c92ea22ca8833129fa67e87,38.39,3111,12.34,34,0.0096,1.28,0,0,0,276
5/11/2021,Find the Catalyst Fit for Your Brand 2021-04-27-797a628852fc4e6d48132bc9fc575a3f,13.2,1097,12.03,21,0.0146,0.82,0,0,1,0
5/11/2021,"Glass has been around longer than Lady Liberty! If you keep recycling, your glass can live on way b 2021-05-03-2819dfd9047df158385b5cf99927b1af",729.27,398856,1.83,1422,0,0,28,11,284,0
5/11/2021,"Glass has been around since Ancient Egypt! If we continue choosing and recycling glass, those same  2021-05-10-cb16bc32a98b7a07601c5de3d8a1bd1b",0.02,6,3.33,0,0,0,0,0,0,0
5/11/2021,Glass is the best choice when it comes to reusability and recyclability! #chooseglass 2021-05-10-0b933a80ba1e54d56070b218ac931846,0.05,48,1.04,2,0,0,0,0,0,17
5/11/2021,Glass is the best choice when it comes to reusability and recyclability! #chooseglass 2021-05-10-f6ce44dac068e9b82b19dadd0eb6cd10,0.11,86,1.28,0,0,0,0,0,0,34
5/11/2021,Glass packaging is infinitely recyclable. Ever wonder if a piece from your collection could possibl 2021-04-19-dbac70eb3040e88751666e9f83d93318,0,2,0,0,0,0,0,0,0,0
5/11/2021,"Grab a mitt and catch your favorite bottled beverage this season!
#chooseglass 2021-04-26-3fadc84ce1db949b1a66a304022fe50e",338.88,174787,1.94,167,0,0,5,0,102,0
5/11/2021,Making the Earth happier is as simple as making glass packaging your first choice! 🌎#EarthDay 2021-04-19-238a118ec142de22c0e7904b53593f24,0.02,7,2.86,0,0,0,0,0,0,0
5/11/2021,No need to resort to just beers and seltzers! Imagine if you could drink a glass and a half of wine 2021-05-10-1f1ef77fad9269e8ede1648d99e707cc,0,1,0,1,0,0,0,0,1,0
5/11/2021,O-I Glass 2021-04-06-2aa0d74bd6c6c89fa110bb3447dd19b8,5.05,2327,2.17,1,0,0,0,0,0,0
5/11/2021,O-I Glass 2021-04-06-4e85035b0a70f63c1fbfe3842d9f7dc5,3.5,1567,2.23,1,0,0,0,0,1,0
5/11/2021,O-I Glass 2021-04-06-64b14b43653305069ff8fd6a90d5a4b4,114.86,52272,2.2,57,0.0003,6.76,0,0,3,0
5/11/2021,O-I Glass 2021-04-07-736d859bce2c76ac4176eae5abd62235,0.41,624,0.66,0,0,0,0,0,0,0
5/11/2021,O-I Glass 2021-04-09-326e1ecf464cd3f237124bb1d7f57517,0.03,13,2.31,0,0,0,0,0,0,1
5/11/2021,O-I Glass 2021-04-09-74360f82c5b5f67633e91d1105e2ca4b,0.61,39,15.64,2,0.0513,0.3,0,0,0,16
5/11/2021,O-I Glass 2021-04-09-74d911906910ceb22dc64f2b6195b01a,290.89,129037,2.25,119,0.0005,4.28,0,0,1,5888
5/11/2021,O-I Glass 2021-04-09-b108595136ef0e8e186c754b075cd874,6.17,2786,2.21,3,0.0007,3.08,0,0,0,114
5/11/2021,O-I Glass 2021-04-10-7edbf09ad9216edede1d3465d5dbe885,17.82,8144,2.19,13,0.0007,2.97,0,0,0,415
5/11/2021,O-I Glass 2021-04-10-c1fcd76c8666211f333e0ffa7eb70e9f,1.53,687,2.23,1,0.0015,1.53,0,0,0,26
5/11/2021,O-I Glass 2021-04-10-cde5fa0a4624c0a5fbb9d95dc7d449c4,33.82,14865,2.28,18,0.0006,3.76,0,0,0,803
5/11/2021,O-I Glass 2021-04-10-ef9f08e6f975b9c2fa591d821eaca626,0.71,296,2.4,0,0,0,0,0,0,12
5/11/2021,O-I Glass 2021-04-15-2073f98a50795d426d8ab5f6c18b8ef9,1.37,53,25.85,3,0.0189,1.37,0,0,0,20
5/11/2021,O-I Glass 2021-04-15-4c9db3bb2fcb96a0528ba303e4515955,9.06,122,74.26,1,0.0082,9.06,0,0,0,18
5/11/2021,O-I Glass 2021-04-15-7c6efc2b64f5cb147e96009c907012bf,9.63,308,31.27,1,0,0,0,0,0,54
5/11/2021,O-I Glass 2021-04-15-93699186979872536f606f54535ffd08,2.77,131,21.15,1,0,0,0,0,1,32
5/11/2021,O-I Glass 2021-04-15-dcb78049da2336024c0265f16820016f,0.09,4,22.5,0,0,0,0,0,0,0
5/11/2021,O-I Glass 2021-04-15-e70729eb532f59c2dec165da9522eef6,1.27,17,74.71,0,0,0,0,0,0,2
5/11/2021,O-I Glass 2021-04-27-47691386c471ce0efc227e10e47c4f48,0.63,30,21,3,0.1,0.21,0,0,0,0
5/11/2021,O-I Glass 2021-04-27-5a61c5c13fbac54a76337756e30b757e,0.71,147,4.83,0,0,0,0,0,0,13
5/11/2021,O-I Glass 2021-04-27-6d2520b2ba24e01e07b481b0ef9d23fa,12.32,1016,12.13,12,0.0079,1.54,0,0,0,328
5/11/2021,O-I Glass 2021-04-27-ba66f19eca826fd77b12332da8bea71f,0.05,3,16.67,0,0,0,0,0,0,0
5/11/2021,O-I Glass 2021-04-27-e44a89f9adba3aa3f4214ab847a00d18,0.07,4,17.5,0,0,0,0,0,0,0
5/11/2021,"Ready to get back to the bar? Us too. Luckily, you can have peace of mind knowing a glass bottle pr 2021-04-26-e974dec19bf8092cf2c8df2505650a41",0,1,0,0,0,0,0,0,0,0
5/11/2021,Scratch all the complicated packaging options. You can be confident knowing glass is made from just 2021-04-19-68f91cfbd54968e067dc4ff60d0798b9,0.02,12,1.67,0,0,0,0,0,0,1
5/11/2021,Screenshot to find out which glass bottle of beer it’s time for! #chooseglass 2021-03-05-f6369c3e4f0af8e37044640a914e4ffb,495.63,220574,2.25,1150,0,0,14,5,57,20979
5/11/2021,The New Catalyst Collection from O-I 2021-03-31-205182265275cad4cb016d163d88b829,0.81,361,2.24,0,0,0,0,0,0,0
5/11/2021,The New Catalyst Collection from O-I 2021-03-31-319fe895cd0a147a245d3f91af5a78f0,1.78,802,2.22,1,0.0012,1.78,0,0,0,0
5/11/2021,The New Catalyst Collection from O-I 2021-03-31-3c5923431a9069791451eb2524fab2d6,1.42,655,2.17,0,0,0,0,0,0,0
5/11/2021,The New Catalyst Collection from O-I 2021-04-05-2c5a6e2d33c7c092f792ffc1c5acce14,5.07,2287,2.22,3,0,0,0,0,0,0
5/11/2021,The New Catalyst Collection from O-I 2021-04-05-5743346148e7490db7a82409904fdbab,208.75,92363,2.26,70,0.0004,5.96,0,0,0,0
5/11/2021,The New Catalyst Collection from O-I 2021-04-05-5951fd83d55d40ad4fecf32214e21450,1.44,652,2.21,1,0.0015,1.44,0,0,0,0
5/11/2021,The New Catalyst Collection from O-I 2021-04-05-76dca8d077abae7b9d05c8497f5b8f30,273.14,121435,2.25,112,0.0005,4.48,0,0,2,0
5/11/2021,The New Catalyst Collection from O-I 2021-04-05-aa874eacd27d2853db98ed132da5bbc6,3.55,1588,2.24,3,0.0013,1.78,0,0,0,0
5/11/2021,The New Catalyst Collection from O-I 2021-04-05-ea48c9697f28b0f31888cbdaf8e4c2dd,387.13,173414,2.23,158,0.0006,3.8,0,0,1,0
5/11/2021,The New Catalyst Collection from O-I 2021-04-08-79ec8a805721590f7957140fd83ac682,545.53,250270,2.18,308,0.0007,3.01,0,0,6,9794
5/11/2021,The New Catalyst Collection from O-I 2021-04-09-7be359f371b33adc11a2ba7a206c9938,20.79,8949,4.58,10,0.0007,3.26,0,0,0,338
5/11/2021,The New Catalyst Collection from O-I 2021-04-09-b5f14c15cae114df83495128bbdc4d42,33.29,15146,2.2,19,0.0005,4.76,0,0,0,487
5/11/2021,The New Catalyst Collection from O-I 2021-04-27-cfa16acbc56d01660a71991f2bb9dfb5,2.7,1246,2.17,1,0.0008,2.7,0,0,0,0
5/11/2021,The New Catalyst Collection from O-I 2021-04-27-ede2bbd1a84d80dfb614b9e3d698fc84,1.8,817,2.2,2,0.0012,1.8,0,0,0,0
5/11/2021,The results are in. Glass bottles are predicted to be be the #1 pick this season! 🍻 🏈 #chooseglass 2021-05-03-5ed3372cd63a1ce2d2acba25e0fd1110,0,1,0,0,0,0,0,0,0,0
5/11/2021,There’s no better way to take ‘unwinding’ up a notch than pairing it with a glass bottled beverage. 2021-05-10-7417d168b2110bcdd554bb2d3bb1c50a,1979.8,538837,3.67,4947,0,1979.8,3,10,115,298006
5/11/2021,"Through and through, glass has always been a packaging option you can depend on. #chooseglass 2021-03-05-6a675af1d959d7b7cabb3730de447bc7",1289.47,600782,2.15,1015,0,0,4,5,206,36079
5/11/2021,When you #chooseglass it’ll always be a winning pick! #DraftDay 2021-04-26-7d0a7fe1af07c840a923d10620f2653d,0,3,0,0,0,0,0,0,0,0
5/11/2021,"When you drink a craft beer out of glass packaging, you immerse yourself in the brewer’s unique sto 2021-04-30-d50162dcc95e5980c449c74add37b657",0.06,40,1.5,0,0,0,0,0,0,14
5/11/2021,"When you drink from a glass bottle, every sip immerses you in the brewery’s unique story. #choosegl 2021-05-10-f875623e94ddcb813cd685923c4ec822",0,3,0,0,0,0,0,0,0,1
5/11/2021,"With only 4 ingredients, you can trust glass is made pure and simple! #chooseglass 2021-04-19-b214ef316913e29fac79392f8a644b64",0.01,1,10,0,0,0,0,0,0,0
5/12/2021,Are you ready to join #teamglass? Help save the world one infinitely recyclable glass bottle at a t 2021-03-05-b174e7bb2aef948e27b4c004a41a7f41,254.08,125891,2.02,120,0,0,0,0,18,0
5/12/2021,Bottles of beer are always our #1 draft pick. 😏 🍻 🏈 #draftday #chooseglass 2021-05-03-e97c02d316dbaa7d6aedee0d84012408,0,1,0,0,0,0,0,0,0,0
5/12/2021,Create a Story With Glass 2021-05-12-52acc14564fa8d187f6a3d33d8266e87,86.99,42168,2.06,89,0.0005,4.58,1,0,10,3518
5/12/2021,Did you know that glass bottle you’re drinking out of is made partly from recycled glass? It’s a re 2021-04-29-d5ab97c4e08cc1ce88a1ef361b8f65ac,11.81,2556,4.62,102,0.0035,1.31,0,0,0,1114
5/12/2021,Did you know that glass bottle you’re using could've been recycled since Ancient Egypt? Maybe even  2021-05-10-85e622a9d22de333107aea55137d29fc,0,1,0,0,0,0,0,0,0,0
5/12/2021,Explore the Catalyst Collection from O-I 2021-04-15-21c423208362400baca582cd3cd1f8de,7.8,281,27.76,4,0.0142,1.95,0,0,0,0
5/12/2021,Explore the Catalyst Collection from O-I 2021-04-15-303bf1a5e715e71751e6b6375213092d,6.08,77,78.96,0,0,0,0,0,0,0
5/12/2021,Explore the Catalyst Collection from O-I 2021-04-15-3728f02b4be00089224749ef213a4d1d,111.78,1184,94.41,23,0.0144,6.58,0,0,1,0
5/12/2021,Explore the Catalyst Collection from O-I 2021-04-15-56098054fed97d3b8d57d56d99cf0cfb,43.29,706,61.32,11,0.0071,8.66,0,1,3,101
5/12/2021,Explore the Catalyst Collection from O-I 2021-04-15-6d9f7b3ce76845f1393f637c0c96cac2,175.21,5460,32.09,60,0.006,5.31,0,1,4,0
5/12/2021,Explore the Catalyst Collection from O-I 2021-04-15-99e9b2f6082b0e4f572afb3283e3e5c0,257.28,3613,71.21,39,0.0055,12.86,1,0,9,534
5/12/2021,Explore the Catalyst Collection from O-I 2021-04-15-c415d0b4cc6c689c50b14a987374625d,23.53,398,59.12,3,0,0,0,0,1,0
5/12/2021,Explore the Catalyst Collection from O-I 2021-04-15-d3e717d943e9192dd79a6bcb706e8082,36.74,654,56.18,11,0.0061,9.18,0,0,2,92
5/12/2021,Explore the Catalyst Collection from O-I 2021-04-15-dfa2456ca3b70e616b868476873c646d,7.45,211,35.31,0,0,0,0,0,0,0
5/12/2021,Explore the Catalyst Collection from O-I 2021-04-27-1267f955a1ff0e06d9e70f0b706d26f5,44.58,497,89.7,10,0.008,11.14,0,0,3,0
5/12/2021,Explore the Catalyst Collection from O-I 2021-04-27-ae60445c613a9bc841d58f5a9ab0d192,42.24,648,65.19,33,0.0139,4.69,1,0,10,105
5/12/2021,Find the Catalyst Bottle for Your Brand 2021-04-10-de426821994224195340610e1d25365c,19.24,875,21.99,26,0.0171,1.28,1,0,7,274
5/12/2021,Find the Catalyst Bottle for Your Brand 2021-04-27-2e30efeb17bda78250c9663a867df6d9,4.26,244,17.46,1,0.0041,4.26,0,0,0,0
5/12/2021,Find the Catalyst Bottle for Your Brand 2021-04-27-bc46a3bb7bf8e11923c24589d11b57bb,114.57,9816,11.67,133,0.0112,1.04,0,0,5,1351
5/12/2021,Find the Catalyst Bottle for Your Brand 2021-04-27-d007bb4a67089d2d8c17223545709f1f,687.79,33875,20.3,691,0.0162,1.25,1,0,18,5810
5/12/2021,Find the Catalyst Bottle for Your Brand 2021-04-27-d4679b3499c46e6cb590ffd8e098c698,7.26,282,25.74,4,0.0035,7.26,0,0,2,59
5/12/2021,Find the Catalyst Fit for Your Brand 2021-04-08-b65a4ba60cadd42eaa6242d5f62dbf27,131.57,9852,13.35,186,0.0098,1.36,1,1,5,989
5/12/2021,Find the Catalyst Fit for Your Brand 2021-04-08-fcdfc8a7aff356d05e06526a0570cec8,69.78,3732,18.7,103,0.018,1.04,0,1,4,524
5/12/2021,Find the Catalyst Fit for Your Brand 2021-04-27-665a3a924c92ea22ca8833129fa67e87,46.35,3837,12.08,44,0.0099,1.22,0,0,0,393
5/12/2021,Find the Catalyst Fit for Your Brand 2021-04-27-797a628852fc4e6d48132bc9fc575a3f,15.06,902,16.7,12,0.01,1.67,0,0,0,0
5/12/2021,"Glass has been around longer than Lady Liberty! If you keep recycling, your glass can live on way b 2021-05-03-2819dfd9047df158385b5cf99927b1af",656.51,328156,2,1121,0,0,22,3,223,0
5/12/2021,"Glass has been around since Ancient Egypt! If we continue choosing and recycling glass, those same  2021-05-10-cb16bc32a98b7a07601c5de3d8a1bd1b",0.01,3,3.33,2,0,0,0,0,2,0
5/12/2021,Glass is the best choice when it comes to reusability and recyclability! #chooseglass 2021-05-10-0b933a80ba1e54d56070b218ac931846,0.09,22,4.09,1,0,0,0,0,0,9
5/12/2021,Glass is the best choice when it comes to reusability and recyclability! #chooseglass 2021-05-10-f6ce44dac068e9b82b19dadd0eb6cd10,0.03,21,1.43,0,0,0,0,0,0,7
5/12/2021,Glass packaging is infinitely recyclable. Ever wonder if a piece from your collection could possibl 2021-04-19-dbac70eb3040e88751666e9f83d93318,0,1,0,0,0,0,0,0,1,0
5/12/2021,"Grab a mitt and catch your favorite bottled beverage this season!
#chooseglass 2021-04-26-3fadc84ce1db949b1a66a304022fe50e",301.03,140045,2.15,155,0,0,0,0,65,0
5/12/2021,O-I Glass 2021-04-06-2aa0d74bd6c6c89fa110bb3447dd19b8,5.19,2251,2.31,1,0,0,0,0,0,0
5/12/2021,O-I Glass 2021-04-06-4e85035b0a70f63c1fbfe3842d9f7dc5,3.17,1380,2.3,1,0,0,0,0,0,0
5/12/2021,O-I Glass 2021-04-06-64b14b43653305069ff8fd6a90d5a4b4,120.17,47431,2.53,55,0.0004,7.07,0,0,0,0
5/12/2021,O-I Glass 2021-04-07-736d859bce2c76ac4176eae5abd62235,0.84,615,1.37,0,0,0,0,0,0,0
5/12/2021,O-I Glass 2021-04-09-326e1ecf464cd3f237124bb1d7f57517,0.05,6,8.33,0,0,0,0,0,0,4
5/12/2021,O-I Glass 2021-04-09-74360f82c5b5f67633e91d1105e2ca4b,0.23,23,10,1,0,0,0,0,1,3
5/12/2021,O-I Glass 2021-04-09-74d911906910ceb22dc64f2b6195b01a,202.02,86730,2.33,88,0.0005,4.39,0,0,0,3992
5/12/2021,O-I Glass 2021-04-09-b108595136ef0e8e186c754b075cd874,4.78,2079,2.3,3,0.001,2.39,0,0,0,99
5/12/2021,O-I Glass 2021-04-10-7edbf09ad9216edede1d3465d5dbe885,17.36,5843,2.97,3,0.0003,8.68,0,0,0,290
5/12/2021,O-I Glass 2021-04-10-c1fcd76c8666211f333e0ffa7eb70e9f,1.48,617,2.4,1,0.0032,0.74,0,0,0,27
5/12/2021,O-I Glass 2021-04-10-cde5fa0a4624c0a5fbb9d95dc7d449c4,28.76,12436,2.31,9,0.0004,5.75,0,0,0,544
5/12/2021,O-I Glass 2021-04-10-ef9f08e6f975b9c2fa591d821eaca626,1.25,543,2.3,0,0,0,0,0,0,23
5/12/2021,O-I Glass 2021-04-15-2073f98a50795d426d8ab5f6c18b8ef9,2.27,43,52.79,1,0,0,0,0,0,10
5/12/2021,O-I Glass 2021-04-15-4c9db3bb2fcb96a0528ba303e4515955,7.62,105,72.57,2,0,0,0,0,1,18
5/12/2021,O-I Glass 2021-04-15-7c6efc2b64f5cb147e96009c907012bf,10.3,271,38.01,0,0,0,0,0,0,65
5/12/2021,O-I Glass 2021-04-15-93699186979872536f606f54535ffd08,6.63,154,43.05,0,0,0,0,0,0,23
5/12/2021,O-I Glass 2021-04-15-dcb78049da2336024c0265f16820016f,0.04,2,20,0,0,0,0,0,0,0
