Day,Ad Creative Name,Spend,Impressions,CPM,Clicks,CTR,CPC,Shares,Comment,Post Reaction,Video Views
1/1/2021,Ad from a Page post 2020-12-28-923d66ddc145a8fdf3a3658f5fb15eee,1089.23,647316,8.91,298,0,0,0,0,0,0
1/1/2021,Ad from a Page post 2020-12-29-eb5dca3e3853fd8f3cfa80bf2550765b,224.72,110730,2.03,68,0,0,0,0,0,0
1/1/2021,Are you ready to join #teamglass? Help save the world one infinitely recyclable glass bottle at a t 2020-12-22-2d3cb4941c79883830a3662b6e4a8f38,101.06,5395,18.73,9,0,0,0,2,1101,0
1/1/2021,Are you ready to join #teamglass? Help save the world one infinitely recyclable glass bottle at a t 2020-12-22-73ed29631abd9ad191bfa02f538e7165,101.07,6254,16.16,51,0,0,5,8,1019,0
1/1/2021,Are you ready to join #teamglass? Help save the world one infinitely recyclable glass bottle at a t 2020-12-22-bf64aca71a8b6324e88ffb2f7876561b,99.43,7582,13.11,52,0.0001,99.43,4,1,764,0
1/1/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-2d166b74584e229493bdfe21747f4aab",179.37,14616,12.27,97,0,0,2,5,1572,0
1/1/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-735d90d30253b12e999b9fb1e2228b82",173.73,26417,6.58,795,0,0,28,12,982,0
1/1/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-8fa521bf64d1410951793f5a1d6fe974",174.01,18979,9.17,1404,0,0,73,33,1794,0
1/1/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-c98583d902758574fbc6bf0d4cdd64db",171.57,30706,5.59,2074,0,171.57,106,49,1814,0
1/1/2021,No curbside recycling? No worries. Your local drop-off makes glass recycling quick and easy. ♻️ #ch 2020-12-22-da0ba6cf576097648b720012204951a5,106.64,42772,2.49,77,0,0,0,0,252,6459
1/1/2021,No curbside recycling? No worries. Your local drop-off makes glass recycling quick and easy. ♻️ #ch 2020-12-22-fe64d858034868c51cc032cd5d277bbc,103.48,28402,3.64,419,0,0,0,1,11,11260
1/1/2021,Teamwork connects the dots of the glass recycling process. Keep the circle going and #chooseglass. 2020-12-22-5da0be63a39203d17f190e225adde4ec,100.62,31073,3.24,59,0,100.62,0,0,22,7862
1/1/2021,Teamwork connects the dots of the glass recycling process. Keep the circle going and #chooseglass. 2020-12-22-b81e09a5bbd80b0510e23b559b3f97c0,101.14,26056,3.88,56,0,0,0,0,16,6555
1/1/2021,Teamwork connects the dots of the glass recycling process. Keep the circle going and #chooseglass. 2020-12-22-cd79957124d9c3c6aa136fda4c9ae491,99.7,45974,2.17,70,0,0,0,0,47,5912
1/1/2021,"The beer industry is counting on us. The more we choose and recycle glass, the more we can keep *cl 2020-12-24-509f5ffce95ef60940609420b0a34436",106.23,18453,5.76,576,0,0,33,13,1507,0
1/1/2021,"The beer industry is counting on us. The more we choose and recycle glass, the more we can keep *cl 2020-12-24-7fb7f6f94808d4001f042387e06d3eb7",106.62,15257,6.99,334,0,0,34,10,1427,0
1/1/2021,"The beer industry is counting on us. The more we choose and recycle glass, the more we can keep *cl 2020-12-24-cc3f0bf766a41931b783140ebe9f73ed",106.33,10410,10.21,72,0,0,1,0,17,0
1/1/2021,"The beer industry is counting on us. The more we choose and recycle glass, the more we can keep *cl 2020-12-24-d10d562b454d7f72d7d472278756da88",106.76,19704,5.42,16,0,0,0,2,1607,0
1/1/2021,"Transforming the ordinary into the extraordinary with masterfully designed, sustainable and healthy 2020-12-24-112e3c6a02d6fab8dcbba52f474a620f",108.33,92656,1.17,3,0,0,0,0,0,0
1/1/2021,"Transforming the ordinary into the extraordinary with masterfully designed, sustainable and healthy 2020-12-24-a79ba9974088c88ca67a9ddd98f10eed",108.79,134864,0.81,13,0,0,0,0,0,0
1/1/2021,"Transforming the ordinary into the extraordinary with masterfully designed, sustainable and healthy 2020-12-24-f395554064cdb79c3f101fada2ef8c95",109.81,100584,1.09,9,0,0,0,0,0,0
1/1/2021,Which glass bottled beer will you be toasting while ringing in the year 2021? 👀👇 #chooseglass 2020-12-23-40c3ad4a5b09d270cd30be5a4d3fecc6,178.26,59380,3,169,0,0,6,13,542,10494
1/1/2021,Which glass bottled beer will you be toasting while ringing in the year 2021? 👀👇 #chooseglass 2020-12-23-6fe2ef2f0774b2819188cbe2b2acd40b,179.12,53335,3.36,625,0,179.12,50,24,595,12232
1/1/2021,Which glass bottled beer will you be toasting while ringing in the year 2021? 👀👇 #chooseglass 2020-12-23-a4f310806d721fd7e28119050d6788bc,177.4,21520,8.24,105,0,0,3,0,7,2865
1/2/2021,Ad from a Page post 2020-12-28-923d66ddc145a8fdf3a3658f5fb15eee,1038.36,558792,9.84,350,0,0,0,0,0,0
1/2/2021,Ad from a Page post 2020-12-29-eb5dca3e3853fd8f3cfa80bf2550765b,206.29,98598,2.09,58,0,0,0,0,0,0
1/2/2021,Are you ready to join #teamglass? Help save the world one infinitely recyclable glass bottle at a t 2020-12-22-2d3cb4941c79883830a3662b6e4a8f38,94.69,5243,18.06,9,0,0,0,0,960,0
1/2/2021,Are you ready to join #teamglass? Help save the world one infinitely recyclable glass bottle at a t 2020-12-22-73ed29631abd9ad191bfa02f538e7165,93.9,5814,16.15,61,0,0,6,4,950,0
1/2/2021,Are you ready to join #teamglass? Help save the world one infinitely recyclable glass bottle at a t 2020-12-22-bf64aca71a8b6324e88ffb2f7876561b,92.96,6440,14.43,54,0,0,3,2,724,0
1/2/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-2d166b74584e229493bdfe21747f4aab",167.17,15303,10.92,150,0,0,2,6,1386,0
1/2/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-735d90d30253b12e999b9fb1e2228b82",173.82,22635,7.68,586,0,0,22,9,766,0
1/2/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-8fa521bf64d1410951793f5a1d6fe974",171.3,17888,9.58,1116,0,0,59,22,1568,0
1/2/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-c98583d902758574fbc6bf0d4cdd64db",170.36,25509,6.68,1612,0,0,85,25,1538,0
1/2/2021,No curbside recycling? No worries. Your local drop-off makes glass recycling quick and easy. ♻️ #ch 2020-12-22-da0ba6cf576097648b720012204951a5,97.5,42417,2.3,82,0,0,0,0,190,6366
1/2/2021,No curbside recycling? No worries. Your local drop-off makes glass recycling quick and easy. ♻️ #ch 2020-12-22-fe64d858034868c51cc032cd5d277bbc,96.88,27283,3.55,407,0,0,1,2,15,10931
1/2/2021,Teamwork connects the dots of the glass recycling process. Keep the circle going and #chooseglass. 2020-12-22-5da0be63a39203d17f190e225adde4ec,94.6,29648,3.19,60,0,0,0,0,18,7451
1/2/2021,Teamwork connects the dots of the glass recycling process. Keep the circle going and #chooseglass. 2020-12-22-b81e09a5bbd80b0510e23b559b3f97c0,92.65,24173,3.83,73,0,0,1,1,22,6260
1/2/2021,Teamwork connects the dots of the glass recycling process. Keep the circle going and #chooseglass. 2020-12-22-cd79957124d9c3c6aa136fda4c9ae491,91.44,43217,2.12,76,0,0,0,0,44,5805
1/2/2021,"The beer industry is counting on us. The more we choose and recycle glass, the more we can keep *cl 2020-12-24-509f5ffce95ef60940609420b0a34436",98.42,20467,4.81,485,0,0,34,16,1458,0
1/2/2021,"The beer industry is counting on us. The more we choose and recycle glass, the more we can keep *cl 2020-12-24-7fb7f6f94808d4001f042387e06d3eb7",99.5,14557,6.84,241,0,0,20,4,1352,0
1/2/2021,"The beer industry is counting on us. The more we choose and recycle glass, the more we can keep *cl 2020-12-24-cc3f0bf766a41931b783140ebe9f73ed",100.3,9920,10.11,58,0,0,2,0,13,0
1/2/2021,"The beer industry is counting on us. The more we choose and recycle glass, the more we can keep *cl 2020-12-24-d10d562b454d7f72d7d472278756da88",99.1,20776,4.77,28,0,0,0,3,1578,0
1/2/2021,"Transforming the ordinary into the extraordinary with masterfully designed, sustainable and healthy 2020-12-24-112e3c6a02d6fab8dcbba52f474a620f",104.91,88249,1.19,7,0,0,0,0,0,0
1/2/2021,"Transforming the ordinary into the extraordinary with masterfully designed, sustainable and healthy 2020-12-24-a79ba9974088c88ca67a9ddd98f10eed",102.99,123632,0.83,10,0,0,0,0,0,0
1/2/2021,"Transforming the ordinary into the extraordinary with masterfully designed, sustainable and healthy 2020-12-24-f395554064cdb79c3f101fada2ef8c95",103.48,92715,1.12,9,0,0,0,0,0,0
1/2/2021,Which glass bottled beer will you be toasting while ringing in the year 2021? 👀👇 #chooseglass 2020-12-23-40c3ad4a5b09d270cd30be5a4d3fecc6,166.62,56362,2.96,116,0,0,5,8,349,9641
1/2/2021,Which glass bottled beer will you be toasting while ringing in the year 2021? 👀👇 #chooseglass 2020-12-23-6fe2ef2f0774b2819188cbe2b2acd40b,166.13,47668,3.49,396,0,0,12,12,481,10474
1/2/2021,Which glass bottled beer will you be toasting while ringing in the year 2021? 👀👇 #chooseglass 2020-12-23-a4f310806d721fd7e28119050d6788bc,169.75,20503,8.28,69,0,0,0,1,2,2408
1/3/2021,Ad from a Page post 2020-12-28-923d66ddc145a8fdf3a3658f5fb15eee,939.07,496420,10.02,385,0,0,0,0,0,0
1/3/2021,Ad from a Page post 2020-12-29-eb5dca3e3853fd8f3cfa80bf2550765b,187.44,93682,2,65,0,0,0,0,0,0
1/3/2021,Are you ready to join #teamglass? Help save the world one infinitely recyclable glass bottle at a t 2020-12-22-2d3cb4941c79883830a3662b6e4a8f38,84.32,6412,13.15,5,0,0,0,1,872,0
1/3/2021,Are you ready to join #teamglass? Help save the world one infinitely recyclable glass bottle at a t 2020-12-22-73ed29631abd9ad191bfa02f538e7165,87.16,6639,13.13,120,0,0,10,6,927,0
1/3/2021,Are you ready to join #teamglass? Help save the world one infinitely recyclable glass bottle at a t 2020-12-22-bf64aca71a8b6324e88ffb2f7876561b,87.71,7518,11.67,70,0,0,7,2,661,0
1/3/2021,No curbside recycling? No worries. Your local drop-off makes glass recycling quick and easy. ♻️ #ch 2020-12-22-da0ba6cf576097648b720012204951a5,29.38,12914,2.28,21,0,0,0,0,50,2034
1/3/2021,No curbside recycling? No worries. Your local drop-off makes glass recycling quick and easy. ♻️ #ch 2020-12-22-fe64d858034868c51cc032cd5d277bbc,29.95,8778,3.41,173,0,0,0,0,10,3656
1/3/2021,Teamwork connects the dots of the glass recycling process. Keep the circle going and #chooseglass. 2020-12-22-5da0be63a39203d17f190e225adde4ec,83.23,24906,3.34,64,0,0,0,1,10,6789
1/3/2021,Teamwork connects the dots of the glass recycling process. Keep the circle going and #chooseglass. 2020-12-22-b81e09a5bbd80b0510e23b559b3f97c0,84.15,22115,3.81,85,0,84.15,0,1,14,5966
1/3/2021,Teamwork connects the dots of the glass recycling process. Keep the circle going and #chooseglass. 2020-12-22-cd79957124d9c3c6aa136fda4c9ae491,83.32,38080,2.19,55,0,0,0,0,65,5433
1/3/2021,"The beer industry is counting on us. The more we choose and recycle glass, the more we can keep *cl 2020-12-24-509f5ffce95ef60940609420b0a34436",28.75,6142,4.68,202,0,0,19,2,442,0
1/3/2021,"The beer industry is counting on us. The more we choose and recycle glass, the more we can keep *cl 2020-12-24-7fb7f6f94808d4001f042387e06d3eb7",28.76,4815,5.97,88,0,0,3,5,448,0
1/3/2021,"The beer industry is counting on us. The more we choose and recycle glass, the more we can keep *cl 2020-12-24-cc3f0bf766a41931b783140ebe9f73ed",33.22,4260,7.8,18,0,0,0,0,2,0
1/3/2021,"The beer industry is counting on us. The more we choose and recycle glass, the more we can keep *cl 2020-12-24-d10d562b454d7f72d7d472278756da88",26.87,6108,4.4,9,0,0,0,1,433,0
1/3/2021,"Transforming the ordinary into the extraordinary with masterfully designed, sustainable and healthy 2020-12-24-112e3c6a02d6fab8dcbba52f474a620f",37.98,28247,1.34,4,0,0,0,0,0,0
1/3/2021,"Transforming the ordinary into the extraordinary with masterfully designed, sustainable and healthy 2020-12-24-a79ba9974088c88ca67a9ddd98f10eed",38.44,41565,0.92,3,0,0,0,0,0,0
1/3/2021,"Transforming the ordinary into the extraordinary with masterfully designed, sustainable and healthy 2020-12-24-f395554064cdb79c3f101fada2ef8c95",38.55,31586,1.22,4,0,0,0,0,0,0
1/6/2021,"We’re raising a glass to you, #TeamUSA! #WorldJuniors 2021-01-06-8c7be2b34c1ee81dc6af456257c40030",139.26,10983,12.68,429,0,0,15,9,1510,0
1/8/2021,New Year. New Beer. 🍺 #chooseglass 2021-01-08-75dc086d0b03088f9eb56636dee05a4f,47.82,4508,10.61,139,0,0,6,1,995,0
1/9/2021,New Year. New Beer. 🍺 #chooseglass 2021-01-08-75dc086d0b03088f9eb56636dee05a4f,110.77,12034,9.2,352,0,0,13,5,2204,0
1/10/2021,New Year. New Beer. 🍺 #chooseglass 2021-01-08-75dc086d0b03088f9eb56636dee05a4f,112.39,12815,8.77,537,0,0,19,4,2177,0
1/11/2021,**Unlock a Memory** What’s the first place that comes to mind when you see this glass bottle? 🌀  👀 2021-01-11-5fa427d13db9a80ec7808a717d3f0d23,76.52,7502,10.2,264,0,0,8,58,909,0
1/11/2021,**Unlock a Memory** What’s the first place that comes to mind when you see this glass bottle? 🌀  👀 2021-01-11-631c2ab505ab54be78de2307b1342375,79.39,7519,10.56,17,0,0,2,10,799,0
1/11/2021,"After a long day, you deserve to treat yourself, mama. Kick back, relax, and transform the moment w 2021-01-11-cf8c5e94c9d8f60288151d8b27ac1376",75.31,7076,10.64,224,0,0,9,3,579,0
1/11/2021,"After a long day, you deserve to treat yourself, mama. Kick back, relax, and transform the moment w 2021-01-11-f3084ba993a9d0c7e181185ec5852132",78.22,8667,9.03,403,0,0,30,12,805,0
1/11/2021,Are you ready to join #teamglass? Help save the world one infinitely recyclable glass bottle at a t 2020-12-22-2d3cb4941c79883830a3662b6e4a8f38,187.94,14491,12.97,30,0,0,0,1,1515,0
1/11/2021,Are you ready to join #teamglass? Help save the world one infinitely recyclable glass bottle at a t 2020-12-22-73ed29631abd9ad191bfa02f538e7165,177.86,10231,17.38,77,0,0,3,7,1343,0
1/11/2021,"Beer bottle or beer glass, either way – glass is always a winner in our book! Cheers to homegating  2021-01-13-8abb2b16fff78dbf0b097a9e144002d8",77.42,21666,3.57,183,0,0,0,1,14,9559
1/11/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-735d90d30253b12e999b9fb1e2228b82",147.69,14277,10.34,261,0,0,8,6,54,0
1/11/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-8fa521bf64d1410951793f5a1d6fe974",187.19,23571,7.94,1568,0,0,90,39,1591,0
1/11/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-c98583d902758574fbc6bf0d4cdd64db",159,24563,6.47,1701,0,0,89,44,1274,0
1/11/2021,Cheers to dialing up virtual hoppy hour with your favorite glass bottled beverage. 🍺 #chooseglass 2021-01-11-86d41bd08b442fd1e4eef46ee8c88d88,74.12,3235,22.91,191,0,0,1,1,725,0
1/11/2021,Cheers to dialing up virtual hoppy hour with your favorite glass bottled beverage. 🍺 #chooseglass 2021-01-11-bcc729763912779ce8cc44ae811b9987,80.08,2416,33.15,163,0,0,1,2,526,0
1/11/2021,"Hey you! 👋 Grab that bottle of beer, fancy up that ice-cream in a classy glass bowl and turn regula 2021-01-08-22025b5731324192efa442fae5e4abc2",140.08,26385,5.31,98,0,0,0,0,4951,0
1/11/2021,"Hey you! 👋 Grab that bottle of beer, fancy up that ice-cream in a classy glass bowl and turn regula 2021-01-10-738338888f4a9095848818c670436df5",143.38,25453,5.63,138,0,0,0,2,3453,0
1/11/2021,"Hey you! 👋 Grab that bottle of beer, fancy up that ice-cream in a classy glass bowl and turn regula 2021-01-10-a0e54181dc968fa98b135f9366bf5a44",145.8,22029,6.62,153,0,0,3,1,3442,0
1/11/2021,New Year. New Beer. 🍺 #chooseglass 2021-01-08-1818a6dfa56d6cb750cc83e23dd79524,123.01,7277,16.9,392,0,0,14,7,932,0
1/11/2021,New Year. New Beer. 🍺 #chooseglass 2021-01-08-51e65db5edf983a5844b758d0146f648,124.06,8603,14.42,19,0,0,0,0,1823,0
1/11/2021,New Year. New Beer. 🍺 #chooseglass 2021-01-08-75dc086d0b03088f9eb56636dee05a4f,110.38,15410,7.16,899,0,0,33,7,1707,0
1/11/2021,New Year. New Beer. 🍺 #chooseglass 2021-01-08-b06a37f6eb6e036f0bfd8f995f903f6e,122.58,6480,18.92,170,0,0,8,2,1309,0
1/11/2021,No curbside recycling? No worries. Your local drop-off makes glass recycling quick and easy. ♻️ #ch 2020-12-22-fe64d858034868c51cc032cd5d277bbc,190.82,41663,4.58,817,0,0,2,4,26,20132
1/11/2021,Our goal for 2021? More glass packaging! #chooseglass 2021-01-08-240367975a0a94a2072a57613cc7bc33,123.28,5467,22.55,257,0,0,0,4,916,0
1/11/2021,Our goal for 2021? More glass packaging! #chooseglass 2021-01-08-9829329c1a51d6cac12a32e9977b599d,123.46,7658,16.12,143,0,0,3,4,1441,0
1/11/2021,"The ultimate game day experience? Let’s face it, a glass bottle in hand is all you really need. #ch 2021-01-08-b504dcadb9d66b542695972ab5144160",123.75,8356,14.81,215,0,0,6,1,1697,0
1/11/2021,"Through and through, glass has always been a packaging option you can depend on. #chooseglass 2021-01-08-5d8c5599053993530469edd2949f01fe",121.53,38243,3.18,200,0,0,4,6,120,11762
1/11/2021,"Through and through, glass has always been a packaging option you can depend on. #chooseglass 2021-01-08-7cffb4bbbbb06c07964f540a88786629",129,25807,5,695,0,0,11,16,134,15269
1/12/2021,**Unlock a Memory** What’s the first place that comes to mind when you see this glass bottle? 🌀  👀 2021-01-11-5fa427d13db9a80ec7808a717d3f0d23,166.62,12231,13.62,780,0,0,30,127,1745,0
1/12/2021,**Unlock a Memory** What’s the first place that comes to mind when you see this glass bottle? 🌀  👀 2021-01-11-631c2ab505ab54be78de2307b1342375,165.12,10824,15.25,314,0,0,19,46,1560,0
1/12/2021,"After a long day, you deserve to treat yourself, mama. Kick back, relax, and transform the moment w 2021-01-11-cf8c5e94c9d8f60288151d8b27ac1376",166.6,16183,10.29,652,0,0,39,5,1110,0
1/12/2021,"After a long day, you deserve to treat yourself, mama. Kick back, relax, and transform the moment w 2021-01-11-f3084ba993a9d0c7e181185ec5852132",165.93,14007,11.85,999,0,0,61,37,1579,0
1/12/2021,Are you ready to join #teamglass? Help save the world one infinitely recyclable glass bottle at a t 2020-12-22-2d3cb4941c79883830a3662b6e4a8f38,335.75,25006,13.43,42,0,0,0,3,2508,0
1/12/2021,Are you ready to join #teamglass? Help save the world one infinitely recyclable glass bottle at a t 2020-12-22-73ed29631abd9ad191bfa02f538e7165,337.19,28368,11.89,126,0,0,4,12,2708,0
1/12/2021,"Beer bottle or beer glass, either way – glass is always a winner in our book! Cheers to homegating  2021-01-13-8abb2b16fff78dbf0b097a9e144002d8",168.54,37602,4.48,300,0,0,1,1,16,17843
1/12/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-735d90d30253b12e999b9fb1e2228b82",338.05,31917,10.59,334,0,0,10,1,79,0
1/12/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-8fa521bf64d1410951793f5a1d6fe974",335.83,36111,9.3,2477,0,0,150,55,2644,0
1/12/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-c98583d902758574fbc6bf0d4cdd64db",342.95,47091,7.28,3725,0.0001,114.32,190,57,2718,0
1/12/2021,Cheers to dialing up virtual hoppy hour with your favorite glass bottled beverage. 🍺 #chooseglass 2021-01-11-86d41bd08b442fd1e4eef46ee8c88d88,166.78,5567,29.96,280,0,0,6,8,1529,0
1/12/2021,Cheers to dialing up virtual hoppy hour with your favorite glass bottled beverage. 🍺 #chooseglass 2021-01-11-bcc729763912779ce8cc44ae811b9987,165.52,4578,36.16,291,0,0,1,1,1027,0
1/12/2021,"Hey you! 👋 Grab that bottle of beer, fancy up that ice-cream in a classy glass bowl and turn regula 2021-01-08-22025b5731324192efa442fae5e4abc2",151.11,33681,4.49,102,0,0,1,3,4770,0
1/12/2021,"Hey you! 👋 Grab that bottle of beer, fancy up that ice-cream in a classy glass bowl and turn regula 2021-01-10-738338888f4a9095848818c670436df5",152.45,34696,4.39,78,0,0,0,4,3692,0
1/12/2021,"Hey you! 👋 Grab that bottle of beer, fancy up that ice-cream in a classy glass bowl and turn regula 2021-01-10-a0e54181dc968fa98b135f9366bf5a44",152.55,32103,4.75,137,0,0,2,1,3569,0
1/12/2021,"Let’s raise a glass to the New Year—here’s to the cleanest, most sustainable choice for the entire  2021-01-11-153c57f42d243a1a33b6937df25c5a93",133.5,5442,24.53,106,0,0,3,1,816,0
1/12/2021,"Let’s raise a glass to the New Year—here’s to the cleanest, most sustainable choice for the entire  2021-01-11-7b99af4bc8e3d81bc9312a59fefee5dc",135.69,5347,25.38,206,0,0,1,0,1302,0
1/12/2021,New Year. New Beer. 🍺 #chooseglass 2021-01-08-1818a6dfa56d6cb750cc83e23dd79524,157.3,8624,18.24,459,0,0,21,4,844,0
1/12/2021,New Year. New Beer. 🍺 #chooseglass 2021-01-08-51e65db5edf983a5844b758d0146f648,156.33,9661,16.18,31,0,0,1,1,1852,0
1/12/2021,New Year. New Beer. 🍺 #chooseglass 2021-01-08-75dc086d0b03088f9eb56636dee05a4f,111.85,12277,9.11,913,0.0001,111.85,39,9,1289,0
1/12/2021,New Year. New Beer. 🍺 #chooseglass 2021-01-08-b06a37f6eb6e036f0bfd8f995f903f6e,156.03,7512,20.77,227,0,0,5,4,1178,0
1/12/2021,No curbside recycling? No worries. Your local drop-off makes glass recycling quick and easy. ♻️ #ch 2020-12-22-fe64d858034868c51cc032cd5d277bbc,334.68,74526,4.49,1748,0,0,8,7,65,36344
1/12/2021,Our goal for 2021? More glass packaging! #chooseglass 2021-01-08-240367975a0a94a2072a57613cc7bc33,155.2,4704,32.99,211,0,0,7,5,872,0
1/12/2021,Our goal for 2021? More glass packaging! #chooseglass 2021-01-08-9829329c1a51d6cac12a32e9977b599d,157.46,6235,25.25,202,0,0,4,5,1646,0
1/12/2021,"The ultimate game day experience? Let’s face it, a glass bottle in hand is all you really need. #ch 2021-01-08-b504dcadb9d66b542695972ab5144160",158.19,10647,14.86,136,0,0,3,3,1737,0
1/12/2021,"Through and through, glass has always been a packaging option you can depend on. #chooseglass 2021-01-08-5d8c5599053993530469edd2949f01fe",162.46,48887,3.32,146,0,0,4,2,109,13665
1/12/2021,"Through and through, glass has always been a packaging option you can depend on. #chooseglass 2021-01-08-7cffb4bbbbb06c07964f540a88786629",157.96,24406,6.47,627,0,0,13,10,165,14369
1/13/2021,**Unlock a Memory** What’s the first place that comes to mind when you see this glass bottle? 🌀  👀 2021-01-11-5fa427d13db9a80ec7808a717d3f0d23,171.63,14352,11.96,1301,0,0,49,189,1443,0
1/13/2021,**Unlock a Memory** What’s the first place that comes to mind when you see this glass bottle? 🌀  👀 2021-01-11-631c2ab505ab54be78de2307b1342375,169.9,12831,13.24,301,0,0,15,43,1373,0
1/13/2021,"After a long day, you deserve to treat yourself, mama. Kick back, relax, and transform the moment w 2021-01-11-cf8c5e94c9d8f60288151d8b27ac1376",170.39,15588,10.93,475,0,0,31,4,765,0
1/13/2021,"After a long day, you deserve to treat yourself, mama. Kick back, relax, and transform the moment w 2021-01-11-f3084ba993a9d0c7e181185ec5852132",172.07,12749,13.5,663,0,0,42,21,1170,0
1/13/2021,Are you ready to join #teamglass? Help save the world one infinitely recyclable glass bottle at a t 2020-12-22-2d3cb4941c79883830a3662b6e4a8f38,344.26,29376,11.72,39,0,0,0,6,2422,0
1/13/2021,Are you ready to join #teamglass? Help save the world one infinitely recyclable glass bottle at a t 2020-12-22-73ed29631abd9ad191bfa02f538e7165,343.9,36912,9.32,283,0,0,13,21,2638,0
1/13/2021,"Beer bottle or beer glass, either way – glass is always a winner in our book! Cheers to homegating  2021-01-13-8abb2b16fff78dbf0b097a9e144002d8",113.98,23747,4.8,165,0,0,1,1,14,10894
1/13/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-735d90d30253b12e999b9fb1e2228b82",344.4,31747,10.85,236,0,0,4,4,39,0
1/13/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-8fa521bf64d1410951793f5a1d6fe974",337.79,32032,10.55,2381,0,0,129,57,2268,0
1/13/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-c98583d902758574fbc6bf0d4cdd64db",343.36,40441,8.49,3126,0,0,162,60,2196,0
1/13/2021,Cheers to dialing up virtual hoppy hour with your favorite glass bottled beverage. 🍺 #chooseglass 2021-01-11-86d41bd08b442fd1e4eef46ee8c88d88,172.54,6678,25.84,247,0,0,4,5,1322,0
1/13/2021,Cheers to dialing up virtual hoppy hour with your favorite glass bottled beverage. 🍺 #chooseglass 2021-01-11-bcc729763912779ce8cc44ae811b9987,169.27,5265,32.15,266,0,0,4,1,801,0
1/13/2021,"Hey you! 👋 Grab that bottle of beer, fancy up that ice-cream in a classy glass bowl and turn regula 2021-01-08-22025b5731324192efa442fae5e4abc2",157.35,29366,5.36,190,0,0,1,3,3479,0
1/13/2021,"Hey you! 👋 Grab that bottle of beer, fancy up that ice-cream in a classy glass bowl and turn regula 2021-01-10-738338888f4a9095848818c670436df5",158.61,31585,5.02,58,0,0,0,1,2763,0
1/13/2021,"Hey you! 👋 Grab that bottle of beer, fancy up that ice-cream in a classy glass bowl and turn regula 2021-01-10-a0e54181dc968fa98b135f9366bf5a44",156.77,29886,5.25,208,0,0,9,4,2675,0
1/13/2021,"Let’s raise a glass to the New Year—here’s to the cleanest, most sustainable choice for the entire  2021-01-11-153c57f42d243a1a33b6937df25c5a93",196.54,10090,19.48,116,0,0,2,2,840,0
1/13/2021,"Let’s raise a glass to the New Year—here’s to the cleanest, most sustainable choice for the entire  2021-01-11-7b99af4bc8e3d81bc9312a59fefee5dc",197.28,7907,24.95,184,0,0,6,1,1750,0
1/13/2021,New Year. New Beer. 🍺 #chooseglass 2021-01-08-1818a6dfa56d6cb750cc83e23dd79524,158.03,9070,17.42,450,0,0,23,1,671,0
1/13/2021,New Year. New Beer. 🍺 #chooseglass 2021-01-08-51e65db5edf983a5844b758d0146f648,161.55,9824,16.44,19,0,0,0,0,1718,0
1/13/2021,New Year. New Beer. 🍺 #chooseglass 2021-01-08-75dc086d0b03088f9eb56636dee05a4f,111.97,12561,8.91,812,0,0,36,5,1169,0
1/13/2021,New Year. New Beer. 🍺 #chooseglass 2021-01-08-b06a37f6eb6e036f0bfd8f995f903f6e,159.55,7856,20.31,270,0,0,4,3,931,0
1/13/2021,No curbside recycling? No worries. Your local drop-off makes glass recycling quick and easy. ♻️ #ch 2020-12-22-fe64d858034868c51cc032cd5d277bbc,342.5,68338,5.01,1584,0,0,3,12,61,32890
1/13/2021,Our goal for 2021? More glass packaging! #chooseglass 2021-01-08-240367975a0a94a2072a57613cc7bc33,159.92,4754,33.64,281,0,0,0,1,710,0
1/13/2021,Our goal for 2021? More glass packaging! #chooseglass 2021-01-08-9829329c1a51d6cac12a32e9977b599d,159.59,6540,24.4,233,0,0,6,6,1554,0
1/13/2021,"The ultimate game day experience? Let’s face it, a glass bottle in hand is all you really need. #ch 2021-01-08-b504dcadb9d66b542695972ab5144160",160.04,10993,14.56,196,0,0,2,3,1533,0
